"disturb","iv_malla_modi_id","mean_period","sd_period","se_period","disturb_year"
"dr",163799,0.22316,NA,NA,2005
"dr",163800,0.275913333333333,NA,NA,2005
"dr",163801,0.272266666666667,NA,NA,2005
"dr",163802,0.242126666666667,NA,NA,2005
"dr",163803,0.2286,NA,NA,2005
"dr",163804,0.223506666666667,NA,NA,2005
"dr",163805,0.20503125,NA,NA,2005
"dr",163806,0.16731875,NA,NA,2005
"dr",164478,0.216566666666667,NA,NA,2005
"dr",164479,0.273926666666667,NA,NA,2005
"dr",164480,0.268106666666667,NA,NA,2005
"dr",164481,0.245413333333333,NA,NA,2005
"dr",164482,0.233186666666667,NA,NA,2005
"dr",164483,0.234906666666667,NA,NA,2005
"dr",164484,0.24255625,NA,NA,2005
"dr",164485,0.23100625,NA,NA,2005
"dr",164486,0.216775,NA,NA,2005
"dr",164487,0.2055375,NA,NA,2005
"dr",164488,0.20955,NA,NA,2005
"dr",164489,0.1954625,NA,NA,2005
"dr",164490,0.2013125,NA,NA,2005
"dr",164491,0.1949375,NA,NA,2005
"dr",165158,0.262153333333333,NA,NA,2005
"dr",165159,0.242893333333333,NA,NA,2005
"dr",165160,0.249813333333333,NA,NA,2005
"dr",165161,0.24724,NA,NA,2005
"dr",165162,0.244466666666667,NA,NA,2005
"dr",165163,0.251785714285714,NA,NA,2005
"dr",165164,0.251407142857143,NA,NA,2005
"dr",165165,0.23136875,NA,NA,2005
"dr",165166,0.23659375,NA,NA,2005
"dr",165167,0.247929411764706,NA,NA,2005
"dr",165168,0.237947058823529,NA,NA,2005
"dr",165169,0.215825,NA,NA,2005
"dr",165170,0.22698125,NA,NA,2005
"dr",165171,0.229006666666667,NA,NA,2005
"dr",165172,0.223006666666667,NA,NA,2005
"dr",165838,0.231793333333333,NA,NA,2005
"dr",165839,0.212726666666667,NA,NA,2005
"dr",165840,0.198166666666667,NA,NA,2005
"dr",165841,0.218546666666667,NA,NA,2005
"dr",165842,0.217664285714286,NA,NA,2005
"dr",165843,0.229814285714286,NA,NA,2005
"dr",165844,0.2194,NA,NA,2005
"dr",165845,0.2235625,NA,NA,2005
"dr",165846,0.229758823529412,NA,NA,2005
"dr",165847,0.219894117647059,NA,NA,2005
"dr",165848,0.2129,NA,NA,2005
"dr",165849,0.2225625,NA,NA,2005
"dr",165850,0.24238,NA,NA,2005
"dr",165851,0.241573333333333,NA,NA,2005
"dr",166521,0.15115,NA,NA,2005
"dr",166522,0.16580625,NA,NA,2005
"dr",166523,0.18266,NA,NA,2005
"dr",166524,0.211866666666667,NA,NA,2005
"dr",166525,0.21098125,NA,NA,2005
"dr",166526,0.20051875,NA,NA,2005
"dr",166527,0.2130875,NA,NA,2005
"dr",166528,0.21121875,NA,NA,2005
"dr",166529,0.2434,NA,NA,2005
"dr",166530,0.25645,NA,NA,2005
"dr",166531,0.2203,NA,NA,2005
"dr",167202,0.115673333333333,NA,NA,2005
"dr",167203,0.1541,NA,NA,2005
"dr",167204,0.1870625,NA,NA,2005
"dr",167205,0.19543125,NA,NA,2005
"dr",167206,0.21291875,NA,NA,2005
"dr",167207,0.2011125,NA,NA,2005
"dr",167208,0.24115,NA,NA,2005
"dr",167209,0.284478571428571,NA,NA,2005
"dr",167210,0.25118,NA,NA,2005
"dr",167211,0.210333333333333,NA,NA,2005
"dr",167882,0.131414285714286,NA,NA,2005
"dr",167883,0.150188235294118,NA,NA,2005
"dr",167884,0.160911764705882,NA,NA,2005
"dr",167885,0.183211764705882,NA,NA,2005
"dr",167886,0.189370588235294,NA,NA,2005
"dr",167887,0.24746,NA,NA,2005
"dr",167888,0.266786666666667,NA,NA,2005
"dr",167889,0.256593333333333,NA,NA,2005
"dr",167890,0.247206666666667,NA,NA,2005
"dr",168562,0.1213875,NA,NA,2005
"dr",168563,0.13589375,NA,NA,2005
"dr",168564,0.131088235294118,NA,NA,2005
"dr",168565,0.150617647058824,NA,NA,2005
"dr",168566,0.236793333333333,NA,NA,2005
"dr",168567,0.25994,NA,NA,2005
"dr",168568,0.25648,NA,NA,2005
"dr",168569,0.230406666666667,NA,NA,2005
"dr",169245,0.218046666666667,NA,NA,2005
"dr",169246,0.28952,NA,NA,2005
"dr",169247,0.24446,NA,NA,2005
"dr",169248,0.232333333333333,NA,NA,2005
"dr",169249,0.222925,NA,NA,2005
"dr",169924,0.170573333333333,NA,NA,2005
"dr",169925,0.237506666666667,NA,NA,2005
"dr",169926,0.213173333333333,NA,NA,2005
"dr",169927,0.19514,NA,NA,2005
"dr",169928,0.21545,NA,NA,2005
"dr",170573,0.23164347826087,NA,NA,2005
"dr",170603,0.18576,NA,NA,2005
"dr",170604,0.225533333333333,NA,NA,2005
"dr",170605,0.238953333333333,NA,NA,2005
"dr",170606,0.215086666666667,NA,NA,2005
"dr",170607,0.202013333333333,NA,NA,2005
"dr",171251,0.271965217391304,NA,NA,2005
"dr",171252,0.281973913043478,NA,NA,2005
"dr",171253,0.243073913043478,NA,NA,2005
"dr",171282,0.218853333333333,NA,NA,2005
"dr",171283,0.261086666666667,NA,NA,2005
"dr",171284,0.265173333333333,NA,NA,2005
"dr",171285,0.24288,NA,NA,2005
"dr",171286,0.18762,NA,NA,2005
"dr",171929,0.251158823529412,NA,NA,2005
"dr",171930,0.270870588235294,NA,NA,2005
"dr",171931,0.293216666666667,NA,NA,2005
"dr",171932,0.289338888888889,NA,NA,2005
"dr",171961,0.203753333333333,NA,NA,2005
"dr",171962,0.245006666666667,NA,NA,2005
"dr",171963,0.227633333333333,NA,NA,2005
"dr",171964,0.21204,NA,NA,2005
"dr",172607,0.235673333333333,NA,NA,2005
"dr",172608,0.235523529411765,NA,NA,2005
"dr",172609,0.255805882352941,NA,NA,2005
"dr",172610,0.323133333333333,NA,NA,2005
"dr",172641,0.176346666666667,NA,NA,2005
"dr",172642,0.176333333333333,NA,NA,2005
"dr",172643,0.17716,NA,NA,2005
"dr",173284,0.249473333333333,NA,NA,2005
"dr",173285,0.234206666666667,NA,NA,2005
"dr",173286,0.22918,NA,NA,2005
"dr",173287,0.259177777777778,NA,NA,2005
"dr",173288,0.291383333333333,NA,NA,2005
"dr",173292,0.2744125,NA,NA,2005
"dr",173293,0.276127777777778,NA,NA,2005
"dr",173294,0.278761111111111,NA,NA,2005
"dr",173963,0.24696,NA,NA,2005
"dr",173964,0.26372,NA,NA,2005
"dr",173965,0.25672,NA,NA,2005
"dr",173966,0.248355555555556,NA,NA,2005
"dr",173967,0.279655555555556,NA,NA,2005
"dr",173968,0.296511111111111,NA,NA,2005
"dr",173969,0.256944444444444,NA,NA,2005
"dr",173970,0.25286875,NA,NA,2005
"dr",173971,0.2552875,NA,NA,2005
"dr",173972,0.272938888888889,NA,NA,2005
"dr",173973,0.240744444444444,NA,NA,2005
"dr",173974,0.23998,NA,NA,2005
"dr",174642,0.226133333333333,NA,NA,2005
"dr",174643,0.2515,NA,NA,2005
"dr",174644,0.270106666666667,NA,NA,2005
"dr",174645,0.253725,NA,NA,2005
"dr",174646,0.253125,NA,NA,2005
"dr",174647,0.25813125,NA,NA,2005
"dr",174648,0.24966875,NA,NA,2005
"dr",174649,0.243911111111111,NA,NA,2005
"dr",174650,0.248477777777778,NA,NA,2005
"dr",174651,0.261747058823529,NA,NA,2005
"dr",174652,0.239617647058824,NA,NA,2005
"dr",174653,0.19697,NA,NA,2005
"dr",174654,0.206225,NA,NA,2005
"dr",175321,0.193233333333333,NA,NA,2005
"dr",175322,0.24898,NA,NA,2005
"dr",175323,0.2686,NA,NA,2005
"dr",175324,0.237475,NA,NA,2005
"dr",175325,0.2478125,NA,NA,2005
"dr",175326,0.26423125,NA,NA,2005
"dr",175327,0.2575375,NA,NA,2005
"dr",175328,0.230622222222222,NA,NA,2005
"dr",175329,0.231805555555556,NA,NA,2005
"dr",175330,0.189905882352941,NA,NA,2005
"dr",175331,0.172358823529412,NA,NA,2005
"dr",175332,0.1518,NA,NA,2005
"dr",175333,0.14547,NA,NA,2005
"dr",176000,0.182093333333333,NA,NA,2005
"dr",176001,0.215,NA,NA,2005
"dr",176002,0.2718,NA,NA,2005
"dr",176003,0.24232,NA,NA,2005
"dr",176004,0.196526666666667,NA,NA,2005
"dr",176005,0.200366666666667,NA,NA,2005
"dr",176006,0.243033333333333,NA,NA,2005
"dr",176007,0.248813333333333,NA,NA,2005
"dr",176008,0.2114,NA,NA,2005
"dr",176009,0.1523,NA,NA,2005
"dr",176010,0.1505,NA,NA,2005
"dr",176679,0.189973333333333,NA,NA,2005
"dr",176680,0.206546666666667,NA,NA,2005
"dr",176681,0.243393333333333,NA,NA,2005
"dr",176682,0.210006666666667,NA,NA,2005
"dr",176683,0.174126666666667,NA,NA,2005
"dr",176686,0.190546666666667,NA,NA,2005
"dr",176687,0.14142,NA,NA,2005
"dr",177358,0.188133333333333,NA,NA,2005
"dr",177359,0.195126666666667,NA,NA,2005
"dr",177360,0.209226666666667,NA,NA,2005
"dr",177361,0.17856,NA,NA,2005
"dr",178038,0.17818,NA,NA,2005
"dr",178039,0.176833333333333,NA,NA,2005
"dr",185494,0.14178,NA,NA,2005
"dr",185495,0.150726666666667,NA,NA,2005
"dr",185496,0.184186666666667,NA,NA,2005
"dr",185497,0.195585714285714,NA,NA,2005
"dr",185498,0.180935714285714,NA,NA,2005
"dr",186172,0.155426666666667,NA,NA,2005
"dr",186173,0.172133333333333,NA,NA,2005
"dr",186174,0.173413333333333,NA,NA,2005
"dr",186175,0.167913333333333,NA,NA,2005
"dr",186176,0.1887,NA,NA,2005
"dr",186177,0.181078571428571,NA,NA,2005
"dr",186851,0.174071428571429,NA,NA,2005
"dr",186852,0.19655,NA,NA,2005
"dr",186853,0.172285714285714,NA,NA,2005
"dr",186854,0.167142857142857,NA,NA,2005
"dr",187529,0.184192857142857,NA,NA,2005
"dr",187530,0.216585714285714,NA,NA,2005
"dr",187531,0.203228571428571,NA,NA,2005
"dr",187532,0.179314285714286,NA,NA,2005
"dr",188204,0.203428571428571,NA,NA,2005
"dr",188205,0.194386666666667,NA,NA,2005
"dr",188206,0.19632,NA,NA,2005
"dr",188207,0.248935714285714,NA,NA,2005
"dr",188208,0.268114285714286,NA,NA,2005
"dr",188209,0.208846666666667,NA,NA,2005
"dr",188210,0.173173333333333,NA,NA,2005
"dr",188211,0.184978571428571,NA,NA,2005
"dr",188883,0.179657142857143,NA,NA,2005
"dr",188884,0.205766666666667,NA,NA,2005
"dr",188885,0.219233333333333,NA,NA,2005
"dr",188886,0.238278571428571,NA,NA,2005
"dr",188887,0.215128571428571,NA,NA,2005
"dr",188888,0.1854,NA,NA,2005
"dr",188889,0.163186666666667,NA,NA,2005
"dr",188890,0.16295,NA,NA,2005
"dr",189562,0.185011111111111,NA,NA,2005
"dr",189563,0.197928571428571,NA,NA,2005
"dr",189564,0.180107142857143,NA,NA,2005
"dr",189565,0.173026666666667,NA,NA,2005
"dr",189566,0.156846666666667,NA,NA,2005
"dr",189567,0.166042857142857,NA,NA,2005
"dr",189568,0.157378571428571,NA,NA,2005
"dr",190241,0.165333333333333,NA,NA,2005
"dr",190242,0.191371428571429,NA,NA,2005
"dr",190243,0.181428571428571,NA,NA,2005
"dr",190244,0.155833333333333,NA,NA,2005
"dr",190245,0.138646666666667,NA,NA,2005
"dr",190246,0.137935714285714,NA,NA,2005
"dr",190921,0.17526875,NA,NA,2005
"dr",190922,0.16078125,NA,NA,2005
"dr",190923,0.1662,NA,NA,2005
"dr",192965,0.245621428571429,NA,NA,2005
"dr",192966,0.1934,NA,NA,2005
"dr",192967,0.18566875,NA,NA,2005
"dr",192968,0.162385714285714,NA,NA,2005
"dr",192969,0.141142857142857,NA,NA,2005
"dr",193642,0.217111111111111,NA,NA,2005
"dr",193643,0.196427777777778,NA,NA,2005
"dr",193644,0.176988888888889,NA,NA,2005
"dr",193645,0.158526666666667,NA,NA,2005
"dr",193646,0.143826666666667,NA,NA,2005
"dr",194317,0.2406125,NA,NA,2005
"dr",194318,0.242933333333333,NA,NA,2005
"dr",194319,0.25244,NA,NA,2005
"dr",194320,0.248044444444444,NA,NA,2005
"dr",194321,0.227055555555556,NA,NA,2005
"dr",194322,0.170055555555556,NA,NA,2005
"dr",194323,0.157194444444444,NA,NA,2005
"dr",194324,0.151413333333333,NA,NA,2005
"dr",194993,0.236107142857143,NA,NA,2005
"dr",194994,0.272028571428571,NA,NA,2005
"dr",194995,0.257906666666667,NA,NA,2005
"dr",194996,0.22706,NA,NA,2005
"dr",194997,0.225066666666667,NA,NA,2005
"dr",194998,0.242346666666667,NA,NA,2005
"dr",194999,0.223561538461538,NA,NA,2005
"dr",195000,0.1891,NA,NA,2005
"dr",195001,0.185364705882353,NA,NA,2005
"dr",195002,0.176664705882353,NA,NA,2005
"dr",195003,0.170606666666667,NA,NA,2005
"dr",195004,0.153706666666667,NA,NA,2005
"dr",195672,0.243792857142857,NA,NA,2005
"dr",195673,0.249442857142857,NA,NA,2005
"dr",195674,0.263026666666667,NA,NA,2005
"dr",195675,0.230486666666667,NA,NA,2005
"dr",195676,0.20476,NA,NA,2005
"dr",195677,0.230773333333333,NA,NA,2005
"dr",195678,0.2221,NA,NA,2005
"dr",195679,0.178023076923077,NA,NA,2005
"dr",195680,0.1752,NA,NA,2005
"dr",196351,0.184326666666667,NA,NA,2005
"dr",196352,0.198866666666667,NA,NA,2005
"dr",196353,0.249185714285714,NA,NA,2005
"dr",196354,0.2135,NA,NA,2005
"dr",196355,0.173985714285714,NA,NA,2005
"dr",196356,0.201214285714286,NA,NA,2005
"dr",196357,0.201185714285714,NA,NA,2005
"dr",196358,0.1685,NA,NA,2005
"dr",196359,0.168407142857143,NA,NA,2005
"dr",196360,0.182371428571429,NA,NA,2005
"dr",196361,0.151221428571429,NA,NA,2005
"dr",197030,0.136646666666667,NA,NA,2005
"dr",197031,0.149866666666667,NA,NA,2005
"dr",197032,0.17595,NA,NA,2005
"dr",197033,0.173057142857143,NA,NA,2005
"dr",197034,0.16705,NA,NA,2005
"dr",197035,0.1624,NA,NA,2005
"dr",197036,0.176757142857143,NA,NA,2005
"dr",197037,0.158935714285714,NA,NA,2005
"dr",197038,0.142071428571429,NA,NA,2005
"dr",197039,0.145557142857143,NA,NA,2005
"dr",197040,0.165885714285714,NA,NA,2005
"dr",197710,0.13695,NA,NA,2005
"dr",197711,0.149542857142857,NA,NA,2005
"dr",197712,0.160971428571429,NA,NA,2005
"dr",198390,0.1564,NA,NA,2005
"dr",198391,0.1647,NA,NA,2005
"dr",205904,0.24835625,NA,NA,2005
"dr",205905,0.272431578947368,NA,NA,2005
"dr",205906,0.261878947368421,NA,NA,2005
"dr",206583,0.18725625,NA,NA,2005
"dr",206584,0.189773684210526,NA,NA,2005
"dr",206585,0.226068421052632,NA,NA,2005
"dr",206586,0.204377777777778,NA,NA,2005
"dr",207263,0.1736,NA,NA,2005
"dr",207264,0.18958125,NA,NA,2005
"dr",207265,0.183973684210526,NA,NA,2005
"dr",207266,0.202905263157895,NA,NA,2005
"dr",207942,0.17279375,NA,NA,2005
"dr",207943,0.1508875,NA,NA,2005
"dr",207944,0.153310526315789,NA,NA,2005
"dr",207945,0.209305263157895,NA,NA,2005
"dr",207946,0.210144444444444,NA,NA,2005
"dr",208623,0.149516666666667,NA,NA,2005
"dr",208624,0.214855555555556,NA,NA,2005
"dr",208625,0.221833333333333,NA,NA,2005
"dr",208647,0.19154,NA,NA,2005
"dr",208648,0.195495,NA,NA,2005
"dr",209326,0.21609,NA,NA,2005
"dr",209327,0.23449,NA,NA,2005
"dr",210004,0.209629411764706,NA,NA,2005
"dr",210005,0.233719047619048,NA,NA,2005
"dr",210006,0.27687619047619,NA,NA,2005
"dr",210007,0.250485,NA,NA,2005
"dr",210008,0.235175,NA,NA,2005
"dr",210014,0.254730434782609,NA,NA,2005
"dr",210656,0.228217647058824,NA,NA,2005
"dr",210657,0.222929411764706,NA,NA,2005
"dr",210658,0.248305882352941,NA,NA,2005
"dr",210659,0.301552941176471,NA,NA,2005
"dr",210683,0.160752941176471,NA,NA,2005
"dr",210684,0.183780952380952,NA,NA,2005
"dr",210685,0.26062380952381,NA,NA,2005
"dr",210686,0.32944,NA,NA,2005
"dr",210687,0.34869,NA,NA,2005
"dr",210693,0.273086956521739,NA,NA,2005
"dr",211333,0.257652941176471,NA,NA,2005
"dr",211334,0.210105882352941,NA,NA,2005
"dr",211335,0.265335294117647,NA,NA,2005
"dr",211336,0.304076470588235,NA,NA,2005
"dr",211337,0.2983625,NA,NA,2005
"dr",211338,0.3064625,NA,NA,2005
"dr",211339,0.28912,NA,NA,2005
"dr",211362,0.148447058823529,NA,NA,2005
"dr",211363,0.214019047619048,NA,NA,2005
"dr",211364,0.264280952380952,NA,NA,2005
"dr",211365,0.282619047619048,NA,NA,2005
"dr",211366,0.337133333333333,NA,NA,2005
"dr",211367,0.334577272727273,NA,NA,2005
"dr",211371,0.217709090909091,NA,NA,2005
"dr",211372,0.268095454545455,NA,NA,2005
"dr",211373,0.264334782608696,NA,NA,2005
"dr",212011,0.377185,NA,NA,2005
"dr",212012,0.277405882352941,NA,NA,2005
"dr",212013,0.229111764705882,NA,NA,2005
"dr",212014,0.267347058823529,NA,NA,2005
"dr",212015,0.331794117647059,NA,NA,2005
"dr",212016,0.3026875,NA,NA,2005
"dr",212017,0.3237375,NA,NA,2005
"dr",212018,0.319865,NA,NA,2005
"dr",212041,0.174335294117647,NA,NA,2005
"dr",212042,0.183028571428571,NA,NA,2005
"dr",212043,0.223371428571429,NA,NA,2005
"dr",212044,0.257547619047619,NA,NA,2005
"dr",212045,0.304761904761905,NA,NA,2005
"dr",212046,0.332636363636364,NA,NA,2005
"dr",212050,0.239290909090909,NA,NA,2005
"dr",212051,0.27945,NA,NA,2005
"dr",212052,0.260921739130435,NA,NA,2005
"dr",212689,0.363427777777778,NA,NA,2005
"dr",212690,0.268394444444444,NA,NA,2005
"dr",212691,0.265717647058824,NA,NA,2005
"dr",212692,0.267923529411765,NA,NA,2005
"dr",212693,0.234966666666667,NA,NA,2005
"dr",212694,0.268244444444444,NA,NA,2005
"dr",212695,0.277985,NA,NA,2005
"dr",212696,0.30006,NA,NA,2005
"dr",212720,0.170288888888889,NA,NA,2005
"dr",212721,0.167780952380952,NA,NA,2005
"dr",212722,0.192947619047619,NA,NA,2005
"dr",212723,0.243238095238095,NA,NA,2005
"dr",212724,0.263176190476191,NA,NA,2005
"dr",212725,0.313452380952381,NA,NA,2005
"dr",212727,0.274559090909091,NA,NA,2005
"dr",213368,0.282322222222222,NA,NA,2005
"dr",213369,0.20585,NA,NA,2005
"dr",213370,0.228317647058824,NA,NA,2005
"dr",213371,0.279817647058824,NA,NA,2005
"dr",213372,0.275561111111111,NA,NA,2005
"dr",213373,0.247311111111111,NA,NA,2005
"dr",213374,0.249995,NA,NA,2005
"dr",213375,0.294485,NA,NA,2005
"dr",213376,0.297795,NA,NA,2005
"dr",213400,0.166914285714286,NA,NA,2005
"dr",213401,0.175547619047619,NA,NA,2005
"dr",213402,0.202290476190476,NA,NA,2005
"dr",213403,0.223814285714286,NA,NA,2005
"dr",213404,0.272057142857143,NA,NA,2005
"dr",213406,0.284827272727273,NA,NA,2005
"dr",213407,0.246345454545455,NA,NA,2005
"dr",214046,0.225682352941176,NA,NA,2005
"dr",214047,0.246263157894737,NA,NA,2005
"dr",214048,0.246742105263158,NA,NA,2005
"dr",214049,0.260355,NA,NA,2005
"dr",214050,0.277915,NA,NA,2005
"dr",214051,0.274109523809524,NA,NA,2005
"dr",214052,0.235457142857143,NA,NA,2005
"dr",214053,0.231390909090909,NA,NA,2005
"dr",214054,0.261663636363636,NA,NA,2005
"dr",214055,0.239942105263158,NA,NA,2005
"dr",214080,0.148821052631579,NA,NA,2005
"dr",214081,0.160880952380952,NA,NA,2005
"dr",214082,0.197990476190476,NA,NA,2005
"dr",214083,0.256054545454545,NA,NA,2005
"dr",214085,0.280680952380952,NA,NA,2005
"dr",214086,0.250628571428571,NA,NA,2005
"dr",214725,0.186176470588235,NA,NA,2005
"dr",214726,0.184126315789474,NA,NA,2005
"dr",214727,0.217005263157895,NA,NA,2005
"dr",214728,0.268635,NA,NA,2005
"dr",214729,0.27082,NA,NA,2005
"dr",214730,0.271319047619048,NA,NA,2005
"dr",214731,0.252442857142857,NA,NA,2005
"dr",214732,0.231759090909091,NA,NA,2005
"dr",214758,0.151663157894737,NA,NA,2005
"dr",214759,0.153042105263158,NA,NA,2005
"dr",214760,0.167866666666667,NA,NA,2005
"dr",215404,0.16622,NA,NA,2005
