"disturb","iv_malla_modi_id","mean_period","sd_period","se_period","disturb_year"
"dr",144160,0.262255,NA,NA,2005
"dr",144161,0.265235,NA,NA,2005
"dr",144836,0.2451,NA,NA,2005
"dr",144837,0.2718,NA,NA,2005
"dr",144838,0.263309523809524,NA,NA,2005
"dr",144839,0.258590476190476,NA,NA,2005
"dr",144840,0.2446,NA,NA,2005
"dr",144841,0.2543,NA,NA,2005
"dr",144842,0.266585714285714,NA,NA,2005
"dr",144843,0.255240909090909,NA,NA,2005
"dr",145515,0.242864705882353,NA,NA,2005
"dr",145516,0.268290476190476,NA,NA,2005
"dr",145517,0.253985714285714,NA,NA,2005
"dr",145518,0.243071428571429,NA,NA,2005
"dr",145519,0.226447619047619,NA,NA,2005
"dr",145520,0.22542380952381,NA,NA,2005
"dr",145521,0.240728571428571,NA,NA,2005
"dr",145522,0.241436363636364,NA,NA,2005
"dr",145523,0.244377272727273,NA,NA,2005
"dr",146192,0.220709523809524,NA,NA,2005
"dr",146193,0.235533333333333,NA,NA,2005
"dr",146194,0.253083333333333,NA,NA,2005
"dr",146195,0.267042857142857,NA,NA,2005
"dr",146196,0.235861904761905,NA,NA,2005
"dr",146197,0.217095,NA,NA,2005
"dr",146198,0.208825,NA,NA,2005
"dr",146199,0.211838095238095,NA,NA,2005
"dr",146200,0.242266666666667,NA,NA,2005
"dr",146201,0.235838095238095,NA,NA,2005
"dr",146202,0.246804761904762,NA,NA,2005
"dr",146203,0.24805,NA,NA,2005
"dr",146870,0.22442380952381,NA,NA,2005
"dr",146871,0.247514285714286,NA,NA,2005
"dr",146872,0.287372222222222,NA,NA,2005
"dr",146873,0.293944444444444,NA,NA,2005
"dr",146874,0.252066666666667,NA,NA,2005
"dr",146875,0.219152380952381,NA,NA,2005
"dr",146876,0.194675,NA,NA,2005
"dr",146877,0.196005,NA,NA,2005
"dr",146878,0.191352380952381,NA,NA,2005
"dr",146879,0.211290476190476,NA,NA,2005
"dr",146880,0.219780952380952,NA,NA,2005
"dr",146881,0.233466666666667,NA,NA,2005
"dr",146882,0.201235,NA,NA,2005
"dr",147548,0.202805882352941,NA,NA,2005
"dr",147549,0.223725,NA,NA,2005
"dr",147550,0.25145,NA,NA,2005
"dr",147551,0.263495,NA,NA,2005
"dr",147552,0.287915,NA,NA,2005
"dr",147553,0.268268421052632,NA,NA,2005
"dr",147554,0.212568421052632,NA,NA,2005
"dr",147555,0.200721052631579,NA,NA,2005
"dr",147556,0.219878947368421,NA,NA,2005
"dr",147557,0.21928,NA,NA,2005
"dr",147558,0.199825,NA,NA,2005
"dr",147559,0.20498,NA,NA,2005
"dr",147560,0.213335,NA,NA,2005
"dr",147561,0.18256,NA,NA,2005
"dr",148227,0.190994117647059,NA,NA,2005
"dr",148228,0.2189,NA,NA,2005
"dr",148229,0.2395,NA,NA,2005
"dr",148230,0.251805,NA,NA,2005
"dr",148231,0.24538,NA,NA,2005
"dr",148232,0.259784210526316,NA,NA,2005
"dr",148233,0.203836842105263,NA,NA,2005
"dr",148234,0.203831578947368,NA,NA,2005
"dr",148235,0.255231578947368,NA,NA,2005
"dr",148236,0.220155,NA,NA,2005
"dr",148237,0.202035,NA,NA,2005
"dr",148238,0.2001,NA,NA,2005
"dr",148239,0.197755,NA,NA,2005
"dr",148907,0.213905263157895,NA,NA,2005
"dr",148908,0.251363157894737,NA,NA,2005
"dr",148909,0.26243,NA,NA,2005
"dr",148910,0.23058,NA,NA,2005
"dr",148911,0.2142,NA,NA,2005
"dr",148912,0.196088235294118,NA,NA,2005
"dr",148913,0.224476470588235,NA,NA,2005
"dr",148914,0.254476470588235,NA,NA,2005
"dr",148915,0.213117647058824,NA,NA,2005
"dr",148916,0.1762,NA,NA,2005
"dr",148917,0.193011111111111,NA,NA,2005
"dr",148918,0.194327777777778,NA,NA,2005
"dr",149586,0.218194736842105,NA,NA,2005
"dr",149587,0.226568421052632,NA,NA,2005
"dr",149588,0.23237,NA,NA,2005
"dr",149589,0.20955,NA,NA,2005
"dr",149590,0.218905882352941,NA,NA,2005
"dr",149591,0.235658823529412,NA,NA,2005
"dr",149592,0.261494117647059,NA,NA,2005
"dr",149593,0.252452941176471,NA,NA,2005
"dr",149594,0.192911764705882,NA,NA,2005
"dr",149596,0.192555555555556,NA,NA,2005
"dr",149597,0.197544444444444,NA,NA,2005
"dr",149598,0.161268421052632,NA,NA,2005
"dr",150264,0.21386875,NA,NA,2005
"dr",150265,0.223517647058824,NA,NA,2005
"dr",150266,0.211935294117647,NA,NA,2005
"dr",150267,0.197147368421053,NA,NA,2005
"dr",150268,0.204573684210526,NA,NA,2005
"dr",150269,0.231552941176471,NA,NA,2005
"dr",150270,0.265317647058824,NA,NA,2005
"dr",150271,0.26415,NA,NA,2005
"dr",150272,0.21326875,NA,NA,2005
"dr",150276,0.193372222222222,NA,NA,2005
"dr",150277,0.185205263157895,NA,NA,2005
"dr",150943,0.235675,NA,NA,2005
"dr",150944,0.224235294117647,NA,NA,2005
"dr",150945,0.214823529411765,NA,NA,2005
"dr",150946,0.207510526315789,NA,NA,2005
"dr",150947,0.208942105263158,NA,NA,2005
"dr",150948,0.219076470588235,NA,NA,2005
"dr",150949,0.255217647058824,NA,NA,2005
"dr",150950,0.2582,NA,NA,2005
"dr",150951,0.212625,NA,NA,2005
"dr",151625,0.2243875,NA,NA,2005
"dr",151627,0.225527777777778,NA,NA,2005
"dr",151628,0.239833333333333,NA,NA,2005
"dr",151629,0.241863157894737,NA,NA,2005
"dr",151630,0.211047368421053,NA,NA,2005
"dr",151631,0.186370588235294,NA,NA,2005
"dr",152305,0.2511125,NA,NA,2005
"dr",152306,0.250594444444444,NA,NA,2005
"dr",152307,0.227533333333333,NA,NA,2005
"dr",152308,0.209715789473684,NA,NA,2005
"dr",152309,0.199842105263158,NA,NA,2005
"dr",152310,0.194876470588235,NA,NA,2005
"dr",152311,0.178647058823529,NA,NA,2005
"dr",152983,0.216553333333333,NA,NA,2005
"dr",152984,0.257473333333333,NA,NA,2005
"dr",152985,0.222805555555556,NA,NA,2005
"dr",152986,0.211877777777778,NA,NA,2005
"dr",152987,0.2177,NA,NA,2005
"dr",152988,0.2096,NA,NA,2005
"dr",152989,0.187364705882353,NA,NA,2005
"dr",152990,0.173094117647059,NA,NA,2005
"dr",152991,0.1799625,NA,NA,2005
"dr",153662,0.225006666666667,NA,NA,2005
"dr",153663,0.234033333333333,NA,NA,2005
"dr",153664,0.205594444444444,NA,NA,2005
"dr",153665,0.19805,NA,NA,2005
"dr",153666,0.216811764705882,NA,NA,2005
"dr",153667,0.212847058823529,NA,NA,2005
"dr",153668,0.201147058823529,NA,NA,2005
"dr",153669,0.183917647058824,NA,NA,2005
"dr",154342,0.22636,NA,NA,2005
"dr",154343,0.215126666666667,NA,NA,2005
"dr",154344,0.205286666666667,NA,NA,2005
"dr",154345,0.20645,NA,NA,2005
"dr",154346,0.2083625,NA,NA,2005
"dr",163120,0.179488888888889,NA,NA,2005
"dr",163121,0.205188888888889,NA,NA,2005
"dr",163122,0.228193333333333,NA,NA,2005
"dr",163123,0.206286666666667,NA,NA,2005
"dr",163124,0.20025625,NA,NA,2005
"dr",163125,0.16829375,NA,NA,2005
