"iv_malla_modi_id","year","ndvi","seasonF","season","long","lat","pop"
144160,2000,10.3652,"annual",0,-3.2573718,37.1922448,1
144160,2001,11.519,"annual",0,-3.2573718,37.1922448,1
144160,2002,13.7252,"annual",0,-3.2573718,37.1922448,1
144160,2003,11.4953,"annual",0,-3.2573718,37.1922448,1
144160,2004,13.617,"annual",0,-3.2573718,37.1922448,1
144160,2005,11.8206,"annual",0,-3.2573718,37.1922448,1
144160,2006,9.1663,"annual",0,-3.2573718,37.1922448,1
144160,2007,12.6379,"annual",0,-3.2573718,37.1922448,1
144160,2008,12.2034,"annual",0,-3.2573718,37.1922448,1
144160,2009,11.6066,"annual",0,-3.2573718,37.1922448,1
144160,2010,11.9084,"annual",0,-3.2573718,37.1922448,1
144160,2011,11.8541,"annual",0,-3.2573718,37.1922448,1
144160,2012,12.409,"annual",0,-3.2573718,37.1922448,1
144160,2013,12.5565,"annual",0,-3.2573718,37.1922448,1
144160,2014,13.3808,"annual",0,-3.2573718,37.1922448,1
144160,2015,12.7977,"annual",0,-3.2573718,37.1922448,1
144160,2016,13.1411,"annual",0,-3.2573718,37.1922448,1
144161,2000,10.2825,"annual",0,-3.2547565,37.1922448,1
144161,2001,11.5012,"annual",0,-3.2547565,37.1922448,1
144161,2002,13.9948,"annual",0,-3.2547565,37.1922448,1
144161,2003,11.1889,"annual",0,-3.2547565,37.1922448,1
144161,2004,13.698,"annual",0,-3.2547565,37.1922448,1
144161,2005,11.5017,"annual",0,-3.2547565,37.1922448,1
144161,2006,8.8422,"annual",0,-3.2547565,37.1922448,1
144161,2007,12.4263,"annual",0,-3.2547565,37.1922448,1
144161,2008,11.8442,"annual",0,-3.2547565,37.1922448,1
144161,2009,11.4615,"annual",0,-3.2547565,37.1922448,1
144161,2010,11.8582,"annual",0,-3.2547565,37.1922448,1
144161,2011,11.6363,"annual",0,-3.2547565,37.1922448,1
144161,2012,12.117,"annual",0,-3.2547565,37.1922448,1
144161,2013,12.4323,"annual",0,-3.2547565,37.1922448,1
144161,2014,13.2545,"annual",0,-3.2547565,37.1922448,1
144161,2015,12.2723,"annual",0,-3.2547565,37.1922448,1
144161,2016,13.1502,"annual",0,-3.2547565,37.1922448,1
144836,2000,9.1082,"annual",0,-3.2651274,37.1901615,1
144836,2001,8.8654,"annual",0,-3.2651274,37.1901615,1
144836,2002,12.0817,"annual",0,-3.2651274,37.1901615,1
144836,2003,9.9392,"annual",0,-3.2651274,37.1901615,1
144836,2004,11.5421,"annual",0,-3.2651274,37.1901615,1
144836,2005,8.321,"annual",0,-3.2651274,37.1901615,1
144836,2006,9.5266,"annual",0,-3.2651274,37.1901615,1
144836,2007,10.658,"annual",0,-3.2651274,37.1901615,1
144836,2008,9.4532,"annual",0,-3.2651274,37.1901615,1
144836,2009,8.5147,"annual",0,-3.2651274,37.1901615,1
144836,2010,9.3289,"annual",0,-3.2651274,37.1901615,1
144836,2011,10.4284,"annual",0,-3.2651274,37.1901615,1
144836,2012,9.7148,"annual",0,-3.2651274,37.1901615,1
144836,2013,9.475,"annual",0,-3.2651274,37.1901615,1
144836,2014,9.098,"annual",0,-3.2651274,37.1901615,1
144836,2015,11.3462,"annual",0,-3.2651274,37.1901615,1
