"iv_malla_modi_id","year","evi","n_composites","long","lat","pop"
144160,2000,0.267558823529412,17,-3.2573718,37.1922448,1
144160,2001,0.311511111111111,18,-3.2573718,37.1922448,1
144160,2002,0.279290476190476,21,-3.2573718,37.1922448,1
144160,2003,0.296388235294118,17,-3.2573718,37.1922448,1
144160,2004,0.316995,20,-3.2573718,37.1922448,1
144160,2005,0.262255,20,-3.2573718,37.1922448,1
144160,2006,0.28292,15,-3.2573718,37.1922448,1
144160,2007,0.266919047619048,21,-3.2573718,37.1922448,1
144160,2008,0.285826315789474,19,-3.2573718,37.1922448,1
144160,2009,0.298622222222222,18,-3.2573718,37.1922448,1
144160,2010,0.302616666666667,18,-3.2573718,37.1922448,1
144160,2011,0.318394117647059,17,-3.2573718,37.1922448,1
144160,2012,0.28831052631579,19,-3.2573718,37.1922448,1
144160,2013,0.314205555555556,19,-3.2573718,37.1922448,1
144160,2014,0.30109,20,-3.2573718,37.1922448,1
144160,2015,0.293921052631579,19,-3.2573718,37.1922448,1
144160,2016,0.29616,21,-3.2573718,37.1922448,1
144161,2000,0.282864705882353,17,-3.2547565,37.1922448,1
144161,2001,0.313116666666667,18,-3.2547565,37.1922448,1
144161,2002,0.293961904761905,21,-3.2547565,37.1922448,1
144161,2003,0.305676470588235,17,-3.2547565,37.1922448,1
144161,2004,0.325235,20,-3.2547565,37.1922448,1
144161,2005,0.265235,20,-3.2547565,37.1922448,1
144161,2006,0.282213333333333,15,-3.2547565,37.1922448,1
144161,2007,0.270714285714286,21,-3.2547565,37.1922448,1
144161,2008,0.287573684210526,19,-3.2547565,37.1922448,1
144161,2009,0.314544444444444,18,-3.2547565,37.1922448,1
144161,2010,0.319288888888889,18,-3.2547565,37.1922448,1
144161,2011,0.337311764705882,17,-3.2547565,37.1922448,1
144161,2012,0.304721052631579,19,-3.2547565,37.1922448,1
144161,2013,0.316044444444444,19,-3.2547565,37.1922448,1
144161,2014,0.30308,20,-3.2547565,37.1922448,1
144161,2015,0.287878947368421,19,-3.2547565,37.1922448,1
144161,2016,0.29974,21,-3.2547565,37.1922448,1
144836,2000,0.244221052631579,19,-3.2651274,37.1901615,1
144836,2001,0.255694444444444,18,-3.2651274,37.1901615,1
144836,2002,0.270604545454545,22,-3.2651274,37.1901615,1
144836,2003,0.285855555555556,18,-3.2651274,37.1901615,1
144836,2004,0.274019047619048,22,-3.2651274,37.1901615,1
144836,2005,0.2451,17,-3.2651274,37.1901615,1
144836,2006,0.246005555555556,18,-3.2651274,37.1901615,1
144836,2007,0.2468,21,-3.2651274,37.1901615,1
144836,2008,0.266544444444444,18,-3.2651274,37.1901615,1
144836,2009,0.27850625,16,-3.2651274,37.1901615,1
144836,2010,0.276588235294118,17,-3.2651274,37.1901615,1
144836,2011,0.285826315789474,19,-3.2651274,37.1901615,1
144836,2012,0.277288888888889,18,-3.2651274,37.1901615,1
144836,2013,0.281164705882353,17,-3.2651274,37.1901615,1
144836,2014,0.280752941176471,17,-3.2651274,37.1901615,1
144836,2015,0.27883,20,-3.2651274,37.1901615,1
144836,2016,0.261418181818182,22,-3.2651274,37.1901615,1
144837,2000,0.271555555555556,18,-3.2625122,37.1901615,1
144837,2001,0.295647619047619,21,-3.2625122,37.1901615,1
144837,2002,0.271404545454545,22,-3.2625122,37.1901615,1
144837,2003,0.300494117647059,17,-3.2625122,37.1901615,1
144837,2004,0.309066666666667,21,-3.2625122,37.1901615,1
144837,2005,0.2718,21,-3.2625122,37.1901615,1
144837,2006,0.261752631578947,19,-3.2625122,37.1901615,1
144837,2007,0.27012380952381,21,-3.2625122,37.1901615,1
144837,2008,0.289827777777778,18,-3.2625122,37.1901615,1
144837,2009,0.299564705882353,17,-3.2625122,37.1901615,1
144837,2010,0.316470588235294,17,-3.2625122,37.1901615,1
144837,2011,0.335066666666667,18,-3.2625122,37.1901615,1
144837,2012,0.302111111111111,18,-3.2625122,37.1901615,1
144837,2013,0.3138625,16,-3.2625122,37.1901615,1
144837,2014,0.30151052631579,19,-3.2625122,37.1901615,1
144837,2015,0.304257894736842,19,-3.2625122,37.1901615,1
144837,2016,0.303155,20,-3.2625122,37.1901615,1
144838,2000,0.263461111111111,18,-3.2598971,37.1901615,1
144838,2001,0.296752380952381,21,-3.2598971,37.1901615,1
144838,2002,0.274659090909091,22,-3.2598971,37.1901615,1
144838,2003,0.294070588235294,17,-3.2598971,37.1901615,1
144838,2004,0.303461904761905,21,-3.2598971,37.1901615,1
144838,2005,0.263309523809524,21,-3.2598971,37.1901615,1
144838,2006,0.263194736842105,19,-3.2598971,37.1901615,1
144838,2007,0.259380952380952,21,-3.2598971,37.1901615,1
144838,2008,0.278544444444444,18,-3.2598971,37.1901615,1
144838,2009,0.293770588235294,17,-3.2598971,37.1901615,1
144838,2010,0.312858823529412,17,-3.2598971,37.1901615,1
144838,2011,0.320038888888889,18,-3.2598971,37.1901615,1
144838,2012,0.295977777777778,18,-3.2598971,37.1901615,1
144838,2013,0.31446875,16,-3.2598971,37.1901615,1
144838,2014,0.294989473684211,19,-3.2598971,37.1901615,1
144838,2015,0.296557894736842,19,-3.2598971,37.1901615,1
144838,2016,0.306195,20,-3.2598971,37.1901615,1
144839,2000,0.256052631578947,19,-3.2572819,37.1901615,1
144839,2001,0.287589473684211,19,-3.2572819,37.1901615,1
144839,2002,0.269309523809524,21,-3.2572819,37.1901615,1
144839,2003,0.30726,16,-3.2572819,37.1901615,1
144839,2004,0.314518181818182,22,-3.2572819,37.1901615,1
144839,2005,0.258590476190476,21,-3.2572819,37.1901615,1
144839,2006,0.2462,19,-3.2572819,37.1901615,1
144839,2007,0.24142380952381,21,-3.2572819,37.1901615,1
144839,2008,0.262268421052632,19,-3.2572819,37.1901615,1
144839,2009,0.292958823529412,17,-3.2572819,37.1901615,1
144839,2010,0.289142105263158,19,-3.2572819,37.1901615,1
144839,2011,0.308931578947368,19,-3.2572819,37.1901615,1
144839,2012,0.281283333333333,18,-3.2572819,37.1901615,1
144839,2013,0.30385,18,-3.2572819,37.1901615,1
144839,2014,0.29919,20,-3.2572819,37.1901615,1
144839,2015,0.290557894736842,19,-3.2572819,37.1901615,1
144839,2016,0.3014,21,-3.2572819,37.1901615,1
144840,2000,0.259868421052632,19,-3.2546667,37.1901615,1
144840,2001,0.289263157894737,19,-3.2546667,37.1901615,1
144840,2002,0.282238095238095,21,-3.2546667,37.1901615,1
144840,2003,0.307046666666667,16,-3.2546667,37.1901615,1
144840,2004,0.317359090909091,22,-3.2546667,37.1901615,1
144840,2005,0.2446,21,-3.2546667,37.1901615,1
144840,2006,0.243473684210526,19,-3.2546667,37.1901615,1
144840,2007,0.236028571428571,21,-3.2546667,37.1901615,1
144840,2008,0.263705263157895,19,-3.2546667,37.1901615,1
144840,2009,0.291405882352941,17,-3.2546667,37.1901615,1
144840,2010,0.2974,19,-3.2546667,37.1901615,1
144840,2011,0.314031578947368,19,-3.2546667,37.1901615,1
144840,2012,0.2858,18,-3.2546667,37.1901615,1
144840,2013,0.298461111111111,18,-3.2546667,37.1901615,1
144840,2014,0.28952,20,-3.2546667,37.1901615,1
144840,2015,0.283757894736842,19,-3.2546667,37.1901615,1
144840,2016,0.295780952380952,21,-3.2546667,37.1901615,1
144841,2000,0.276666666666667,18,-3.2520516,37.1901615,1
144841,2001,0.30804,20,-3.2520516,37.1901615,1
144841,2002,0.29346,20,-3.2520516,37.1901615,1
144841,2003,0.303811764705882,17,-3.2520516,37.1901615,1
144841,2004,0.314114285714286,21,-3.2520516,37.1901615,1
144841,2005,0.2543,21,-3.2520516,37.1901615,1
144841,2006,0.247077777777778,18,-3.2520516,37.1901615,1
144841,2007,0.253161904761905,21,-3.2520516,37.1901615,1
144841,2008,0.279063157894737,19,-3.2520516,37.1901615,1
144841,2009,0.299194117647059,18,-3.2520516,37.1901615,1
144841,2010,0.303342105263158,19,-3.2520516,37.1901615,1
144841,2011,0.318385,20,-3.2520516,37.1901615,1
144841,2012,0.2983,19,-3.2520516,37.1901615,1
144841,2013,0.298821052631579,19,-3.2520516,37.1901615,1
144841,2014,0.308752631578947,19,-3.2520516,37.1901615,1
144841,2015,0.282,19,-3.2520516,37.1901615,1
144841,2016,0.29227619047619,21,-3.2520516,37.1901615,1
144842,2000,0.274583333333333,18,-3.2494364,37.1901615,1
144842,2001,0.29621,20,-3.2494364,37.1901615,1
144842,2002,0.281985,20,-3.2494364,37.1901615,1
144842,2003,0.307735294117647,17,-3.2494364,37.1901615,1
144842,2004,0.310271428571429,21,-3.2494364,37.1901615,1
144842,2005,0.266585714285714,21,-3.2494364,37.1901615,1
144842,2006,0.250433333333333,18,-3.2494364,37.1901615,1
144842,2007,0.259680952380952,21,-3.2494364,37.1901615,1
144842,2008,0.288273684210526,19,-3.2494364,37.1901615,1
144842,2009,0.301164705882353,18,-3.2494364,37.1901615,1
144842,2010,0.316373684210526,19,-3.2494364,37.1901615,1
144842,2011,0.322235,20,-3.2494364,37.1901615,1
144842,2012,0.294810526315789,19,-3.2494364,37.1901615,1
144842,2013,0.292763157894737,19,-3.2494364,37.1901615,1
144842,2014,0.297336842105263,19,-3.2494364,37.1901615,1
144842,2015,0.283568421052632,19,-3.2494364,37.1901615,1
144842,2016,0.292428571428571,21,-3.2494364,37.1901615,1
144843,2000,0.250916666666667,18,-3.2468212,37.1901615,1
144843,2001,0.28238,20,-3.2468212,37.1901615,1
144843,2002,0.2639,21,-3.2468212,37.1901615,1
144843,2003,0.280083333333333,18,-3.2468212,37.1901615,1
144843,2004,0.295133333333333,21,-3.2468212,37.1901615,1
144843,2005,0.255240909090909,22,-3.2468212,37.1901615,1
144843,2006,0.233868421052632,19,-3.2468212,37.1901615,1
144843,2007,0.227690476190476,21,-3.2468212,37.1901615,1
144843,2008,0.263365,20,-3.2468212,37.1901615,1
144843,2009,0.294521052631579,19,-3.2468212,37.1901615,1
144843,2010,0.295289473684211,19,-3.2468212,37.1901615,1
144843,2011,0.317433333333333,18,-3.2468212,37.1901615,1
144843,2012,0.280661111111111,18,-3.2468212,37.1901615,1
144843,2013,0.292463157894737,19,-3.2468212,37.1901615,1
144843,2014,0.30117,20,-3.2468212,37.1901615,1
144843,2015,0.276736842105263,19,-3.2468212,37.1901615,1
144843,2016,0.275809523809524,21,-3.2468212,37.1901615,1
145515,2000,0.251333333333333,19,-3.2650373,37.1880782,1
145515,2001,0.252566666666667,18,-3.2650373,37.1880782,1
145515,2002,0.261168181818182,22,-3.2650373,37.1880782,1
145515,2003,0.267405555555556,18,-3.2650373,37.1880782,1
145515,2004,0.2791,22,-3.2650373,37.1880782,1
145515,2005,0.242864705882353,17,-3.2650373,37.1880782,1
145515,2006,0.255672222222222,18,-3.2650373,37.1880782,1
145515,2007,0.255066666666667,21,-3.2650373,37.1880782,1
145515,2008,0.261127777777778,18,-3.2650373,37.1880782,1
145515,2009,0.27363125,16,-3.2650373,37.1880782,1
145515,2010,0.277305882352941,17,-3.2650373,37.1880782,1
145515,2011,0.308278947368421,19,-3.2650373,37.1880782,1
145515,2012,0.27435,18,-3.2650373,37.1880782,1
