"iv_malla_modi_id","year","evi","seasonF","season","long","lat","pop"
144160,2000,4.5485,"annual",0,-3.2573718,37.1922448,1
144160,2001,5.6072,"annual",0,-3.2573718,37.1922448,1
144160,2002,5.8651,"annual",0,-3.2573718,37.1922448,1
144160,2003,5.0386,"annual",0,-3.2573718,37.1922448,1
144160,2004,6.3399,"annual",0,-3.2573718,37.1922448,1
144160,2005,5.2451,"annual",0,-3.2573718,37.1922448,1
144160,2006,4.2438,"annual",0,-3.2573718,37.1922448,1
144160,2007,5.6053,"annual",0,-3.2573718,37.1922448,1
144160,2008,5.4307,"annual",0,-3.2573718,37.1922448,1
144160,2009,5.3752,"annual",0,-3.2573718,37.1922448,1
144160,2010,5.4471,"annual",0,-3.2573718,37.1922448,1
144160,2011,5.4127,"annual",0,-3.2573718,37.1922448,1
144160,2012,5.4779,"annual",0,-3.2573718,37.1922448,1
144160,2013,5.6557,"annual",0,-3.2573718,37.1922448,1
144160,2014,6.0218,"annual",0,-3.2573718,37.1922448,1
144160,2015,5.5845,"annual",0,-3.2573718,37.1922448,1
144160,2016,5.9232,"annual",0,-3.2573718,37.1922448,1
144161,2000,4.8087,"annual",0,-3.2547565,37.1922448,1
144161,2001,5.6361,"annual",0,-3.2547565,37.1922448,1
144161,2002,6.1732,"annual",0,-3.2547565,37.1922448,1
144161,2003,5.1965,"annual",0,-3.2547565,37.1922448,1
144161,2004,6.5047,"annual",0,-3.2547565,37.1922448,1
144161,2005,5.3047,"annual",0,-3.2547565,37.1922448,1
144161,2006,4.2332,"annual",0,-3.2547565,37.1922448,1
144161,2007,5.685,"annual",0,-3.2547565,37.1922448,1
144161,2008,5.4639,"annual",0,-3.2547565,37.1922448,1
144161,2009,5.6618,"annual",0,-3.2547565,37.1922448,1
144161,2010,5.7472,"annual",0,-3.2547565,37.1922448,1
144161,2011,5.7343,"annual",0,-3.2547565,37.1922448,1
144161,2012,5.7897,"annual",0,-3.2547565,37.1922448,1
144161,2013,5.6888,"annual",0,-3.2547565,37.1922448,1
144161,2014,6.0616,"annual",0,-3.2547565,37.1922448,1
144161,2015,5.4697,"annual",0,-3.2547565,37.1922448,1
144161,2016,5.9948,"annual",0,-3.2547565,37.1922448,1
144836,2000,4.6402,"annual",0,-3.2651274,37.1901615,1
144836,2001,4.6025,"annual",0,-3.2651274,37.1901615,1
144836,2002,5.9533,"annual",0,-3.2651274,37.1901615,1
144836,2003,5.1454,"annual",0,-3.2651274,37.1901615,1
144836,2004,5.7544,"annual",0,-3.2651274,37.1901615,1
144836,2005,4.1667,"annual",0,-3.2651274,37.1901615,1
144836,2006,4.4281,"annual",0,-3.2651274,37.1901615,1
144836,2007,5.1828,"annual",0,-3.2651274,37.1901615,1
144836,2008,4.7978,"annual",0,-3.2651274,37.1901615,1
144836,2009,4.4561,"annual",0,-3.2651274,37.1901615,1
144836,2010,4.702,"annual",0,-3.2651274,37.1901615,1
144836,2011,5.4307,"annual",0,-3.2651274,37.1901615,1
144836,2012,4.9912,"annual",0,-3.2651274,37.1901615,1
144836,2013,4.7798,"annual",0,-3.2651274,37.1901615,1
144836,2014,4.7728,"annual",0,-3.2651274,37.1901615,1
144836,2015,5.5766,"annual",0,-3.2651274,37.1901615,1
144836,2016,5.7512,"annual",0,-3.2651274,37.1901615,1
144837,2000,4.888,"annual",0,-3.2625122,37.1901615,1
144837,2001,6.2086,"annual",0,-3.2625122,37.1901615,1
144837,2002,5.9709,"annual",0,-3.2625122,37.1901615,1
144837,2003,5.1084,"annual",0,-3.2625122,37.1901615,1
